,Unnamed: 0_x,PLAYER,DREB%,%DREB,STL%,%BLK,Unnamed: 0_y,TEAM,AGE,GP,MIN,SCREEN_AST,DEFL,LB_REC,CHARGES_DRAWN,CONT_2PT,CONT_3PT,CONT_ALL,Unnamed: 0,DIST_MI_DEF,AVG_SPEED_DEF
498,498,Trey Burke,7.4,11.4,22.9,4.8,497,NYK,25,36,22.0,0.2,1.0,0.9,0.00,1.8,1.7,3.5,496.0,0.75,4.17
499,499,Scotty Hopson,0.0,0.0,0.0,0.0,450,DAL,28,1,8.0,0.0,1.0,1.0,0.00,1.0,0.0,1.0,449.0,0.33,4.54
500,500,Chris McCullough,18.8,28.1,0.0,71.4,73,WAS,23,19,5.0,0.2,0.1,0.2,0.00,1.1,0.5,1.6,72.0,0.16,4.13
501,501,PJ Dozier,20.0,33.3,0.0,0.0,408,OKC,21,2,2.0,0.0,0.0,0.0,0.00,1.0,0.0,1.0,407.0,0.05,3.66
502,502,Jonathan Gibson,7.1,10.0,0.0,0.0,263,BOS,30,4,10.0,0.0,0.3,0.3,0.00,0.3,0.8,1.0,262.0,0.35,4.17
503,503,Jameel Warney,20.0,25.0,0.0,0.0,214,DAL,24,3,9.0,2.0,0.0,0.3,0.00,0.7,1.0,1.7,213.0,0.3,4.19
504,504,Jalen Jones,15.4,22.7,27.8,5.9,211,DAL,25,16,11.0,0.3,0.8,0.5,0.06,1.0,1.6,2.6,210.0,0.4,4.17
505,505,MarShon Brooks,7.7,12.1,26.8,21.4,345,MEM,29,7,28.0,0.1,2.6,1.0,0.00,2.3,2.6,4.9,344.0,0.88,3.99
506,506,Reggie Hearn,0.0,0.0,0.0,0.0,430,DET,26,3,2.0,0.0,0.0,0.0,0.00,0.3,0.0,0.3,429.0,0.05,5.06
507,507,Jahlil Okafor,19.0,27.1,8.1,56.3,208,BKN,22,28,13.0,1.1,0.1,0.5,0.00,5.3,0.9,6.3,207.0,0.39,3.93
508,508,Xavier Munford,0.0,0.0,50.0,0.0,531,MIL,26,6,3.0,0.0,0.3,0.3,0.00,0.5,0.0,0.5,530.0,0.1,3.99
509,509,D.J. Wilson,15.7,21.6,18.8,20.0,84,MIL,22,22,3.0,0.2,0.1,0.0,0.00,0.6,0.4,1.1,83.0,0.11,4.13
510,510,Ante Zizic,17.9,25.5,7.4,61.9,27,CLE,21,32,7.0,0.9,0.1,0.1,0.00,2.2,0.4,2.6,26.0,0.22,4.13
511,511,Georgios Papagiannis,21.6,31.6,17.4,60.0,171,POR,20,17,7.0,1.2,0.3,0.2,0.00,3.1,0.8,3.9,170.0,0.24,3.91
512,512,Bobby Brown,6.1,8.4,22.2,0.0,44,HOU,33,20,6.0,0.1,0.1,0.1,0.00,0.1,0.6,0.8,43.0,0.17,3.72
513,513,Chris Boucher,100.0,100.0,0.0,0.0,72,GSW,25,1,1.0,-,-,-,-,-,-,-,71.0,0.03,0.0
514,514,Adreian Payne,22.6,36.8,25.0,0.0,5,ORL,27,5,9.0,0.4,1.0,0.0,0.00,1.2,0.2,1.4,4.0,0.29,3.72
515,515,Shabazz Muhammad,13.6,20.4,12.2,10.0,454,MIL,25,43,10.0,0.1,0.4,0.3,0.05,0.9,0.9,1.9,453.0,0.36,4.5
516,516,Monte Morris,8.0,12.5,50.0,0.0,382,DEN,23,3,8.0,0.3,1.7,1.0,0.00,1.0,0.7,1.7,381.0,0.27,3.79
517,517,Alfonzo McKinnie,9.8,17.1,10.0,20.0,16,TOR,25,14,4.0,0.0,0.1,0.0,0.00,0.5,0.3,0.8,15.0,0.15,4.6
518,518,Alex Poythress,10.2,18.2,21.4,11.1,15,IND,24,25,4.0,0.2,0.2,0.1,0.00,0.6,0.4,1.0,14.0,0.14,4.28
519,519,Omari Johnson,10.3,15.9,13.3,0.0,404,MEM,29,4,19.0,1.8,1.5,0.5,0.00,2.0,2.3,4.3,403.0,0.61,4.02
520,520,Aaron Brooks,5.7,8.2,20.7,0.0,0,MIN,33,32,6.0,0.0,0.3,0.2,0.03,0.6,0.9,1.5,0.0,0.2,4.17
521,521,Josh Gray,10.4,14.3,57.1,22.2,271,PHX,24,5,17.0,0.0,2.0,0.4,0.00,2.6,1.0,3.6,270.0,0.62,4.48
522,522,Kendrick Perkins,9.1,12.5,20.0,0.0,296,CLE,33,1,15.0,1.0,2.0,1.0,0.00,3.0,1.0,4.0,295.0,0.43,3.13
523,523,Markel Brown,10.8,19.0,0.0,0.0,355,HOU,26,4,8.0,0.3,0.5,0.5,0.00,1.3,1.8,3.0,354.0,0.28,4.37
524,524,Kobi Simmons,6.2,9.1,18.6,8.3,306,MEM,20,32,20.0,0.2,0.8,0.6,0.19,1.3,1.3,2.6,305.0,0.69,4.26
525,525,Marquis Teague,7.2,11.9,33.3,0.0,359,MEM,25,3,25.0,0.3,2.3,0.7,0.00,1.7,4.0,5.7,358.0,0.72,3.6
526,526,Furkan Korkmaz,12.3,17.3,18.2,10.0,165,PHI,20,14,6.0,0.0,0.2,0.1,0.00,0.7,0.5,1.2,164.0,0.19,4.44
527,527,Trey McKinney-Jones,0.0,0.0,0.0,0.0,499,IND,27,1,1.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,498.0,0.04,0.0
528,528,Erik McCree,20.0,33.3,33.3,0.0,157,UTA,24,4,2.0,0.0,0.0,0.5,0.00,0.0,0.0,0.0,156.0,0.05,3.19
529,529,London Perrantes,6.4,8.6,25.0,50.0,326,CLE,23,14,5.0,0.0,0.3,0.1,0.00,0.4,0.4,0.8,325.0,0.14,3.69
530,530,Walter Lemon Jr.,6.5,9.5,0.0,25.0,520,NOP,25,5,7.0,0.0,0.0,0.0,0.00,1.4,0.2,1.6,519.0,0.18,4.68
531,531,Ike Anigbogu,13.8,26.7,50.0,75.0,186,IND,19,11,3.0,0.3,0.1,0.3,0.00,1.0,0.2,1.2,185.0,0.08,3.93
532,532,David Stockton,0.0,0.0,0.0,0.0,104,UTA,27,3,3.0,0.0,0.0,0.0,0.00,0.0,1.0,1.0,103.0,0.1,4.61
533,533,Jeremy Evans,0.0,0.0,0.0,0.0,239,ATL,30,1,5.0,2.0,0.0,0.0,0.00,0.0,2.0,2.0,238.0,0.17,4.48
534,534,Briante Weber,13.0,18.4,48.6,20.0,53,MEM,25,18,13.0,0.2,1.4,0.9,0.06,0.7,1.3,2.1,52.0,0.49,4.53
535,535,Jeremy Lin,0.0,0.0,0.0,0.0,241,BKN,29,1,25.0,0.0,3.0,0.0,0.00,3.0,1.0,4.0,240.0,0.92,4.54
536,536,Jordan Crawford,3.6,5.6,25.0,16.7,268,NOP,29,5,11.0,0.0,0.4,0.2,0.00,0.6,0.6,1.2,267.0,0.23,3.88
537,537,Edmond Sumner,50.0,100.0,0.0,0.0,148,IND,22,1,2.0,-,-,-,-,-,-,-,147.0,0.08,5.2
538,538,Tyler Lydon,0.0,0.0,0.0,0.0,507,DEN,22,1,2.0,0.0,0.0,0.0,0.00,0.0,1.0,1.0,506.0,0.06,7.8
539,539,Ben Moore,16.7,33.3,0.0,0.0,39,IND,23,2,5.0,0.0,0.0,0.0,0.00,0.5,0.0,0.5,38.0,0.18,5.99
