,PLAYER,10FREQ,10DFGM,10DFGA,10DFG%
503,Marcus Georges-Hunt,25.7%,0.5,0.8,68.4
504,Lorenzo Brown,22.0%,0.3,0.8,44.4
505,Xavier Munford,42.9%,0.5,0.8,66.7
506,Bobby Brown,32.1%,0.5,0.7,66.7
507,Monte Morris,22.2%,0.3,0.7,50.0
508,Vander Blue,18.2%,0.3,0.7,50.0
509,Cole Aldrich,44.4%,0.5,0.7,75.0
510,Georges Niang,25.0%,0.3,0.7,50.0
511,David Stockton,40.0%,0.3,0.7,50.0
512,Kay Felder,20.5%,0.4,0.6,62.5
513,Jabari Bird,19.2%,0.2,0.6,40.0
514,Josh Smith,16.7%,0.0,0.5,0.0
515,Vincent Hunter,25.0%,0.0,0.5,0.0
516,Luis Montero,33.3%,0.0,0.5,0.0
517,Jacob Pullen,33.3%,0.5,0.5,100
518,Nicolas Brussino,33.3%,0.5,0.5,100
519,Matt Williams Jr.,50.0%,0.0,0.5,0.0
520,Ben Moore,50.0%,0.5,0.5,100
521,Charles Cooke,27.3%,0.3,0.4,66.7
522,Tony Bradley,17.6%,0.1,0.4,33.3
523,Tim Quarterman,25.0%,0.0,0.3,0.0
524,Marcus Paige,16.7%,0.3,0.3,100
525,Daniel Hamilton,9.1%,0.2,0.2,100
